Nombre,New column 1,New column 2 Url
Magic: the Gathering - Meddling Mage - Alara Reborn,,https://www.amazon.com.mx/Magic-Gathering-Meddling-Alara-Reborn/dp/B002C18G9W/ref=sr_1_1285?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.J4rE6-hvFHrk4Sk5neA9_tQ_vHn253KuUaZh8r_RAQDoPdSJ7eIRCUYuLaO0J8qa415rhB18anq5AjFa3Ftp49o5bTJrBUc-aoB_2rKPcBBig7k9ykARwAGZT3nua0-0888IQOhBb6qCcd6_F9MuVlZjVcjNAgp3YkVqUyb-ZcoCDLe5QeeCMdo0F9Wbg8xdZ7WI4UatUtLazCx53pyw5A.IlttLhxjTR0mtyMYb-XU8XG7lLe3mLndr8iNT7IhSl0&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097239&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1285&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Exquisite Firecraft (143/272) - Origins,,https://www.amazon.com.mx/Magic-Gathering-Exquisite-Firecraft-Origins/dp/B010E6Q8L4/ref=sr_1_1286?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.J4rE6-hvFHrk4Sk5neA9_tQ_vHn253KuUaZh8r_RAQDoPdSJ7eIRCUYuLaO0J8qa415rhB18anq5AjFa3Ftp49o5bTJrBUc-aoB_2rKPcBBig7k9ykARwAGZT3nua0-0888IQOhBb6qCcd6_F9MuVlZjVcjNAgp3YkVqUyb-ZcoCDLe5QeeCMdo0F9Wbg8xdZ7WI4UatUtLazCx53pyw5A.IlttLhxjTR0mtyMYb-XU8XG7lLe3mLndr8iNT7IhSl0&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097239&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1286&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic The Gathering - Death's Presence (121) - Return to Ravnica,,https://www.amazon.com.mx/Magic-Gathering-Deaths-Presence-Ravnica/dp/B0098MTN8G/ref=sr_1_1297?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1297&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Blue Sun's Zenith by Magic: the Gathering,,https://www.amazon.com.mx/Blue-Suns-Zenith-Magic-Gathering/dp/B0149IEVGM/ref=sr_1_1298?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1298&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic The Gathering - Moonsilver Spear - Commander 2014,,https://www.amazon.com.mx/Magic-Gathering-Moonsilver-Spear-Commander/dp/B00P6O3RDW/ref=sr_1_1299?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1299&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Thragtusk (193) - Magic 2013 - Foil,"$595.18
$595
.
18",https://www.amazon.com.mx/Magic-Gathering-Thragtusk-2013-Foil/dp/B008BV749A/ref=sr_1_1300?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1300&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Bident of Thassa - Theros,,https://www.amazon.com.mx/Magic-Gathering-Bident-Thassa-Theros/dp/B00ETIGWXI/ref=sr_1_1301?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1301&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Woodland Wanderer (198/274) - Battle for Zendikar by Magic: the Gathering,,https://www.amazon.com.mx/Magic-Gathering-Woodland-Wanderer-Zendikar/dp/B015EMOLP8/ref=sr_1_1302?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1302&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Spawning Pit - Darksteel,,https://www.amazon.com.mx/Magic-Gathering-Spawning-Pit-Darksteel/dp/B005OV5N2A/ref=sr_1_1303?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1303&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Soul of New Phyrexia (231/269) - Magic 2015 by Magic: the Gathering,,https://www.amazon.com.mx/Magic-Gathering-Soul-Phyrexia-2015/dp/B00L8D3H3A/ref=sr_1_1304?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1304&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Mirror-Sigil Sergeant - Conflux,,https://www.amazon.com.mx/Magic-Gathering-Mirror-Sigil-Sergeant-Conflux/dp/B0062DZUXG/ref=sr_1_1305?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1305&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic The Gathering - Arcanis The Omnipotent (039/249) - Eternal Masters,,https://www.amazon.com.mx/Magic-Gathering-Arcanis-Omnipotent-Eternal/dp/B01G9EI1IS/ref=sr_1_1306?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.jBOM5MLf2EGFzvLacn1Rl6OBKPbMn28hY0AdbwEqmrCqkoUFGF8H9oyAnuxyvWqjRXmRHgeUiHrhPoS763Sh7RZaHCR5nsItxX0xxGr3nYuSe72mQmqFr9eZ-g4JAHjPrUM_rbLSJCJqddtBDgAbFA.1dKM0S4eeF8eQt12g6s56FL-_jnVz8H6CnJRjNRLzqM&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1306&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Chosen by Heliod (5/249) - Theros,,https://www.amazon.com.mx/Magic-Gathering-Chosen-Heliod-Theros/dp/B00F8OH1EG/ref=sr_1_1297?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1297&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic The Gathering - Stoneforge Masterwork (166/184) - Oath of The Gatewatch,,https://www.amazon.com.mx/Magic-Gathering-Stoneforge-Masterwork-Gatewatch/dp/B01A61R3M0/ref=sr_1_1298?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1298&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic The Gathering - Glamerdye - Eventide,,https://www.amazon.com.mx/Magic-the-Gathering-Glamerdye-Eventide/dp/B0062DYGDG/ref=sr_1_1299?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1299&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Shattering Spree - Guildpact by Magic: the Gathering,,https://www.amazon.com.mx/Magic-Gathering-Shattering-Spree-Guildpact/dp/B005OV4JHA/ref=sr_1_1300?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1300&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Dragonmaster Outcast - Worldwake,,https://www.amazon.com.mx/Magic-Gathering-Dragonmaster-Outcast-Worldwake/dp/B00351S8EG/ref=sr_1_1301?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1301&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Collective Brutality (085/205) - Eldritch Moon by Magic: the Gathering,,https://www.amazon.com.mx/Magic-Gathering-Collective-Brutality-Eldritch/dp/B01HU4I0QY/ref=sr_1_1302?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1302&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Hammer of Purphoros (124/249) - Theros,,https://www.amazon.com.mx/Magic-Gathering-Hammer-Purphoros-Theros/dp/B00EYN8Q9G/ref=sr_1_1303?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1303&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Maelstrom Pulse - Alara Reborn,,https://www.amazon.com.mx/Magic-Gathering-Maelstrom-Pulse-Reborn/dp/B0062E1ID6/ref=sr_1_1304?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1304&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Urban Burgeoning (138) - Return to Ravnica,,https://www.amazon.com.mx/Magic-Gathering-Burgeoning-Return-Ravnica/dp/B009DOYFSM/ref=sr_1_1305?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1305&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Darksteel Gargoyle - Darksteel,,https://www.amazon.com.mx/Magic-Gathering-Darksteel-Gargoyle/dp/B005OV59TW/ref=sr_1_1306?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1306&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Cemetery Reaper - Magic 2012,,https://www.amazon.com.mx/Magic-Gathering-Cemetery-Reaper-2012/dp/B005CLRK6O/ref=sr_1_1307?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1307&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
Magic: the Gathering - Druids' Repository (176) - Avacyn Restored,,https://www.amazon.com.mx/Magic-Gathering-Druids-Repository-Restored/dp/B007T96ZJK/ref=sr_1_1308?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1308&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
"HUGE 1000+ Magic the Gathering Card Collection!!! Includes Foils, Rares, Uncommons & possible mythics! MTG Lot Bulk",,https://www.amazon.com.mx/Gathering-Collection-Uncommons-possible-mythics/dp/B005P3VMD6/ref=sr_1_1309?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1309&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
"Magic: the Gathering - Teysa, Envoy of Ghosts - Dragon's Maze",,https://www.amazon.com.mx/Magic-Gathering-Teysa-Ghosts-Dragons/dp/B00CAWPBR8/ref=sr_1_1310?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.yf1vB2n1f6AOCSBVXxUnpcqxRPhLb1al-0mp7-1SRyAvXwhtwYk4-uy_9-9_NuRf6psQZ1kG7m8TckvPsadUE9yzWaLliahE3LhLTwioYS8QTcNUkqDRJSM6ka5FHFndBRbvxN8xGb0iMqWYAQFR96G-1fVoqdAZw1_Bvjm0fTl5edgy4gcTGy-FbTbPG_8hvb3aU7Z2RfxjAAJQM0_GvA.R7o7oqqzOuA7p0uQOTt8d2VGKFBl5mitsUClBhUGCf8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097240&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-1310&ufe=app_do%3Aamzn1.fos.242f5c11-6cfd-40d6-91f6-be3d1974080c
